"kids","life.survey_1","life.survey_2","life.survey_3","life.survey_4","life.survey_5","life.survey_6","life.survey_7","life.survey_8","life.survey_9","life.survey_10","life.survey_11","life.survey_12","life.survey_13","life.survey_14","life.survey_15","life.survey_16","life.survey_17","life.survey_18","life.survey_19","life.survey_20","life.survey_21","life.survey_22","life.survey_23","life.survey_24","life.survey_25","life.survey_26","life.survey_27","life.survey_28","life.survey_29","life.survey_30","life.survey_31","life.survey_32","life.survey_33","life.survey_34","life.survey_35","life.survey_36","life.survey_37","life.survey_38","life.survey_39","life.survey_40","life.survey_41","life.survey_42","life.survey_43","life.survey_44","life.survey_45","life.survey_46","life.survey_47","life.survey_48","life.survey_49","life.survey_50","life.survey_51","life.survey_52","life.survey_53","life.survey_54","life.survey_55","life.survey_56","life.survey_57","life.survey_58","life.survey_59","life.survey_60","life.survey_61","life.survey_62","life.survey_63","life.survey_64","life.survey_65","life.survey_66","life.survey_67","life.survey_68","life.survey_69","life.survey_70","life.survey_71","life.survey_72","life.survey_73","life.survey_74","life.survey_75","life.survey_76","life.survey_77","life.survey_78","life.survey_79","life.survey_80","life.survey_81","past.year.survey_1","past.year.survey_2","past.year.survey_3","past.year.survey_4","past.year.survey_5","past.year.survey_6","past.year.survey_7","past.year.survey_8","past.year.survey_9","past.year.survey_10","past.year.survey_11","past.year.survey_12","past.year.survey_13","past.year.survey_14","past.year.survey_15","past.year.survey_16","past.year.survey_17","past.year.survey_18","past.year.survey_19","past.year.survey_20","past.year.survey_21","past.year.survey_22","past.year.survey_23","past.year.survey_24","past.year.survey_25","past.year.survey_26","past.year.survey_27","past.year.survey_28","past.year.survey_29","past.year.survey_30","past.year.survey_31","past.year.survey_32","past.year.survey_33","past.year.survey_34","past.year.survey_35","past.year.survey_36","past.year.survey_37","past.year.survey_38","past.year.survey_39","past.year.survey_40","past.year.survey_41","past.year.survey_42","past.year.survey_43","past.year.survey_44","past.year.survey_45","past.year.survey_46","past.year.survey_47","past.year.survey_48","past.year.survey_49","past.year.survey_50","past.year.survey_51","past.year.2_1","past.year.2_2","past.year.2_3","past.year.2_4","past.year.2_5","past.year.2_6","past.year.2_7","past.year.2_8","past.year.2_9","past.year.2_10","past.year.2_11","past.year.2_12","past.year.2_13","past.year.2_14","past.year.2_15","past.year.2_16","past.year.2_17","past.year.2_18","past.year.2_19","past.year.2_20","past.year.have_1","past.year.have_2","past.year.have_3","past.year.have_4","past.year.have_5","past.year.have_6","past.year.have_7","past.year.have_8","divorce","clothes","gender","age","child.age","family.death.age","education","socioeconomic","income","political.views","religious","religious_8_TEXT","relationship.time","weight","covid_NPS_GROUP","covid","work","essential","home","in.person","video.chat","community","media","government_NPS_GROUP","government","return.to.school_NPS_GROUP","return.to.school","contracted","public.health_NPS_GROUP","public.health","distancing_NPS_GROUP","distancing","children.care.now","children.care.past","SelfProtection","DiseaseAvoidance","AffiliationGroup","AffiliationExclusion","AffiliationIndependence","Status","MateSeeking","MateRetentionGeneral","MateRetentionBreakup","KinCareFamily","KinCareChild","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","STMO","LTMO","PVDInfect","PVDGerm","Dominance","Prestige","ECRAnxiety","ECRAvoidance","NeedtoBelong","BDW","ChildhoodResources","CurrentResources","ChildhoodStability","Liberal","marital.status","eAmericanIndian","eAsian","eBlack","eHispanic","eWhite","ePacificIslander","eOther","wFullTime","wPartTime","wUnemployedLooking","wUnemployedNotLooking","wStudent","wOther","height"
"No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,"No","Maybe","No","No","No","Yes","No","No","",2,"Female",48,NA,15,"Some college","Working","Decline to answer","Democrat","Other","SPIRITUALITY",1,118,1,5,"No",NA,NA,2,0,"Yes",90,1,1,1,1,0,3,9,3,9,NA,NA,5.16666666666667,4.16666666666667,4.5,5,5.5,3.16666666666667,1,NA,NA,5.16666666666667,NA,1.5,3.33333333333333,4.11111111111111,4.625,3.7,2.9,4.57142857142857,3.42857142857143,3.5,2.625,2.77777777777778,NA,NA,NA,NA,1,3.25,5.66666666666667,7,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60
"No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,6,0,0,5,0,0,7,0,0,6,"No","Yes","No","No","No","No","No","No","",2,"Male",41,NA,14,"Bachelors degree","Middle Middle","50,000-59,999","Green Party","Atheist","",1,142,1,2,"No",NA,NA,3,0,"Yes",15,1,0,1,0,0,3,10,3,10,NA,NA,1.83333333333333,3.33333333333333,3.66666666666667,1.83333333333333,5.5,2.16666666666667,1.83333333333333,NA,NA,2.33333333333333,NA,4.625,3.88888888888889,3.77777777777778,1.5,5,3.7,2.85714285714286,1.14285714285714,2,1.875,5.88888888888889,NA,NA,NA,NA,5.25,6,4.66666666666667,7,"Single",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70
"Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No",0,0,0,4,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,4,0,0,1,3,6,0,0,0,0,4,7,0,0,1,"No","No","No","No","No","Yes","No","No","",2,"Female",43,27,31,"Bachelors degree","Middle Middle","100,000-149,999","Democrat","Protestant Christian","",9,140,1,5,"No",NA,NA,3,6,"Yes",60,1,0,1,0,2,3,9,3,10,1,1,3,4.66666666666667,4.16666666666667,1.16666666666667,5.5,2.33333333333333,0.833333333333333,6.83333333333333,1,7,6,4.25,4.55555555555556,5,1,3.9,NA,NA,NA,NA,NA,NA,0.944444444444444,1.33333333333333,1.6,1.5,4.75,6,7,5.66666666666667,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68
"Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,3,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,0,5,2,0,1,0,0,3,1,3,3,6,0,0,0,1,0,5,0,0,5,"No","No","No","No","Maybe","No","No","No","0",3,"Male",39,33,21,"Bachelors degree","Middle Middle","70,000-79,999","Democrat","Atheist","",8,180,2,7,"Sometimes","No","Yes",3,2,"Yes",30,1,6,1,2,0,2,8,3,9,3,2,6.5,6.5,5.5,4.66666666666667,6,4.5,1.66666666666667,5.83333333333333,1.83333333333333,5.83333333333333,6.5,1.5,4.88888888888889,4.11111111111111,2.75,3.9,NA,NA,NA,NA,NA,NA,2.05555555555556,1.94444444444444,3.8,2.58333333333333,3,6,4.33333333333333,6.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
"No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,4,1,5,0,1,0,0,2,2,6,0,0,0,0,0,6,0,0,1,"Yes","Yes","No","No","No","No","No","No","",3,"Male",31,NA,15,"Bachelors degree","Middle Middle","50,000-59,999","Independent","Other","Agnostic",1,190,2,8,"Yes","Yes","Yes",15,3,"No",30,1,1,1,0,0,1,6,3,10,NA,NA,6.16666666666667,7,5.83333333333333,4.83333333333333,3.83333333333333,5.66666666666667,4.66666666666667,NA,NA,5.33333333333333,NA,3.25,4.44444444444444,4.88888888888889,1.25,2.6,5,5,3.57142857142857,6.25,3.5,5.44444444444444,NA,NA,NA,NA,5.5,5,6.33333333333333,4,"Single",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70
"No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,6,1,0,0,0,0,1,0,2,3,5,0,0,0,1,0,6,0,0,0,"No","No","No","No","No","No","No","No","",2,"Male",31,NA,NA,"Bachelors degree","Working","30,000-39,999","Republican","Atheist","",1,149,2,8,"No",NA,NA,2,3,"Yes",10,1,4,1,2,0,2,7,2,8,NA,NA,5,5.16666666666667,4.16666666666667,2.16666666666667,5.83333333333333,2.83333333333333,1.83333333333333,NA,NA,5.66666666666667,NA,1.125,3.33333333333333,3.22222222222222,3.5,1.9,NA,NA,NA,NA,NA,NA,2.5,2.72222222222222,1.8,2.33333333333333,2.75,2.5,4,2,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","",1,"Female",30,NA,23,"Bachelors degree","Working","Under 20,000","Democrat","Atheist","",1,237,1,2,"No",NA,NA,1,0,"Yes",5,1,0,1,0,0,3,10,3,10,NA,NA,6.33333333333333,7,2.66666666666667,4.66666666666667,6.33333333333333,2,0.833333333333333,NA,NA,4.66666666666667,NA,1.625,4.88888888888889,4.22222222222222,4.625,3.4,NA,NA,NA,NA,NA,NA,2.27777777777778,6,4,1.25,1,1,2,7,"Single",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63
"No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,1,0,0,0,0,7,1,0,0,0,0,0,4,2,4,6,0,0,0,0,0,1,0,0,0,"Yes","No","No","No","No","No","No","No","",5,"Female",36,NA,22,"High scool completed or GED","Working","80,000-89,999","Democrat","Catholic","",1,330,3,10,"Yes","Yes","Yes",250,15,"Yes",15,2,7,1,1,1,1,6,3,10,NA,NA,5.33333333333333,6.33333333333333,3.83333333333333,2.66666666666667,5.83333333333333,2,2,NA,NA,5.66666666666667,NA,2.875,3.55555555555556,2.77777777777778,3.75,3.1,2.1,1.57142857142857,6,6.25,1.125,1.88888888888889,NA,NA,NA,NA,1.25,2.75,4.33333333333333,5,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66
"No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,2,0,0,3,"No","No","No","No","No","No","No","No","",2,"Male",41,NA,40,"Associates degree","Working","40,000-49,999","Democrat","Protestant Christian","",8,235,3,9,"Yes","Yes","No",10,0,"Yes",5,3,9,2,8,5,2,8,3,10,NA,NA,5.66666666666667,6.66666666666667,2.16666666666667,3,5.33333333333333,2,0.833333333333333,6.5,1,6.5,NA,2.75,3.22222222222222,4.11111111111111,2.5,1.8,NA,NA,NA,NA,NA,NA,1.83333333333333,1.33333333333333,1.9,4.75,4.75,4.25,5,6,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73
"No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes",0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,10,0,9,10,0,0,0,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,7,7,0,0,0,0,"Maybe","No","Maybe","Yes","Yes","Yes","No","Yes","",1,"Male",NA,NA,NA,NA,NA,NA,"Republican","Catholic","",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16666666666667,4.83333333333333,5,3.16666666666667,1.5,2.16666666666667,2,NA,NA,2.16666666666667,NA,2,3.33333333333333,2.66666666666667,2.75,1.9,NA,NA,NA,NA,NA,NA,3.16666666666667,4.61111111111111,3.2,2.66666666666667,4.5,2.75,6.66666666666667,3.33333333333333,"Single",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No",0,7,0,0,5,4,0,0,0,0,5,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,6,0,7,8,0,0,0,0,0,0,0,0,5,0,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"No","No","No","No","No","No","No","No","1",3,"Male",33,25,0,"Some college","Middle Middle","60,000-69,999","Republican","Atheist","",4,133,1,5,"Sometimes","No","No",5,8,"Yes",60,2,8,2,8,0,1,5,1,5,8,8,3.16666666666667,3.66666666666667,4.16666666666667,3.83333333333333,4.83333333333333,3.83333333333333,3.83333333333333,4.33333333333333,4.66666666666667,3.5,4.16666666666667,3.125,3.44444444444444,3.11111111111111,2.625,3.1,3,3.28571428571429,4.14285714285714,4.125,4.5,3.66666666666667,NA,NA,NA,NA,4.5,4.75,4,2,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70
"No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,0,7,"No","No","No","No","No","Yes","No","Yes","25",2,"Female",62,NA,30,"Associates degree","Working","Under 20,000","Democrat","Atheist","",9,170,3,10,"No",NA,NA,0,0,"Yes",90,1,0,1,0,0,3,10,3,10,NA,NA,3.66666666666667,7,4.33333333333333,2,4.16666666666667,1.33333333333333,0.833333333333333,6.66666666666667,1,6.66666666666667,NA,2.75,4.33333333333333,3.77777777777778,1.75,2.7,NA,NA,NA,NA,NA,NA,0.944444444444444,1,2.7,1.83333333333333,4,1,2.66666666666667,7,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68
"No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,1,11,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3,3,0,5,2,7,0,0,0,1,0,0,0,0,4,"No","No","No","No","No","No","No","Yes","5",5,"Male",48,NA,45,"Bachelors degree","Middle Middle","60,000-69,999","Democrat","Atheist","",2,175,1,2,"No",NA,NA,3,5,"Yes",10,1,0,1,0,0,1,5,3,10,NA,NA,3.83333333333333,2.83333333333333,5.83333333333333,2.5,5.66666666666667,3,4.16666666666667,5,3,6.5,NA,4.625,5,5,1.625,4.5,4.9,5,1.14285714285714,2,3,5.55555555555556,NA,NA,NA,NA,7,5,7,6,"Dating Several",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74
"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,2,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,5,0,1,0,3,7,0,1,0,1,2,7,0,0,6,"Yes","Yes","No","No","No","No","No","No","",4,"Male",28,NA,12,"Bachelors degree","Middle Middle","60,000-69,999","Democrat","Catholic","",5,135,3,9,"Sometimes","Yes","Yes",16,10,"Yes",60,1,5,1,2,4,1,5,3,9,NA,NA,5.83333333333333,6.66666666666667,5.33333333333333,5.33333333333333,3.83333333333333,5,2.83333333333333,6.16666666666667,2,6,NA,3.75,3.55555555555556,4.11111111111111,2.25,3.6,4,4,2.57142857142857,5.625,4.25,5.33333333333333,NA,NA,NA,NA,4.25,4.75,5,5.33333333333333,"Committed Relationship",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,1,1,4,1,0,0,0,2,1,5,0,0,0,0,6,0,0,0,0,5,0,1,0,2,5,1,0,7,0,1,3,0,0,4,"Yes","Yes","No","No","No","No","No","No","",2,"Female",39,18,10,"Associates degree","Lower Middle","30,000-39,999","Democrat","Catholic","",9,200,2,8,"No",NA,NA,3,0,"Yes",60,1,4,1,0,1,2,7,3,10,12,6,6.16666666666667,6.33333333333333,5,2.66666666666667,4.33333333333333,5,0.833333333333333,6.66666666666667,5,5.83333333333333,6.33333333333333,1.75,3.33333333333333,4.44444444444444,2.375,3.6,NA,NA,NA,NA,NA,NA,3.55555555555556,2,3.3,5.16666666666667,5.75,2,3.33333333333333,5.33333333333333,"Married",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63
"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,7,0,0,0,0,5,0,1,0,6,1,0,1,0,0,0,1,0,0,0,"No","Yes","No","No","No","No","No","No","",2,"Female",34,29,12,"Graduate or professional degree","Upper Middle","90,000-99,999","Republican","Catholic","",8,167,1,2,"No",NA,NA,4,0,"Yes",30,1,5,1,3,1,1,6,2,8,4,4,6,5,6,4.83333333333333,4.83333333333333,5.33333333333333,1.16666666666667,6.83333333333333,1.83333333333333,6.33333333333333,6.33333333333333,3,3.22222222222222,4.33333333333333,3.25,2.8,1,5,2,3.875,3,5.88888888888889,NA,NA,NA,NA,5.25,6,6.66666666666667,1.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64
